id,id_region,id_tipo_delegacion,id_delegacion_o_ct,id_nomenclatura,temp_id,num_delegaciona,nivel_delegaciona,sede_delegaciona,fecha_inicio_delegaciona,fecha_final_delegaciona,direccion_delegaciona,cp_delegaciona,ciudad_delegaciona,estado_delegaciona,created_at,updated_at
173,11,1,1,3,173,22,EDUCACION FISICA,COATZACOALCOS,17/02/2023,17/02/2026,LUCAS ALAMAN 1000-4 COL. BENITO JUAREZ NORTE,96576,COATZACOALCOS,VERACRUZ,NULL,NULL
174,11,1,1,1,174,32,LOCALES,MINATITLAN,14/02/2023,14/02/2026,QUETZALCOATL #2,96729,CUALIPAN,VERACRUZ,NULL,NULL
175,1,1,1,1,175,18,PRIMARIAS,CHICONTEPEC,15/02/2023,15/02/2026,LIBERTAD S/N,92700,CHICONTEPEC,VERACRUZ,NULL,NULL
176,3,1,1,2,176,57,TELEBACHILLERATO,HUAYACOCOTLA,09/02/2023,09/02/2026,CALLE LAZARO CARDENAS A UN LADO DEL DEPORTIVO,92600,"HUAYACOCOTLA,VER.",VERACRUZ,NULL,NULL
177,7,1,1,1,177,76,PRIMARIAS,TOTUTLA,07/02/2023,09/02/2026,AV. VENUSTIANO CARRANZA,94050,TOTUTLA,VERACRUZ,NULL,NULL
178,7,1,1,1,178,42,PRIMARIAS,PASO DEL MACHO,08/02/2023,08/02/2026,"AV. PASO DEL MACHO S/N,  FRACCIONAMIENTO MORENO",94970,PASO DEL MACHO,VERACRUZ,NULL,NULL
179,9,1,1,1,179,15,PRIMARIAS,COSAMALOAPAN,10/02/2023,10/02/2025,"NICOLAS BRAVO NUMERO 1002, ENTRE DEMETRIO CAZARIN Y LAS CONCHAS, COLONIA CENTRO",95400,COSAMALOAPAN,VERACRUZ,NULL,NULL
180,9,1,1,3,180,2,EDUCACION FISICA,TIERRA BLANCA,17/02/2023,17/02/2026,MORELOS ESQUINA AGRARISTA COLONIA HOJA DE MAÍZ,95110,TIERRA BLANCA,VERACRUZ,NULL,NULL
181,2,2,1,4,181,12,JUBILADOS Y PENSIONADOS,NARANJOS,13/02/2023,13/02/2025,"BENITO JUÁREZ 855, COL. PROGRESO",92380,NARANJOS,VERACRUZ,NULL,NULL
182,11,2,1,4,182,25,JUBILADOS Y PENSIONADOS,MINATITLAN,17/02/2023,17/02/2026,"QUETZALCÓATL #2, UH. CUALIPAN, COL. NUEVA MINA",96760,MINATITLAN,VERACRUZ,NULL,NULL
183,11,2,1,4,183,19,JUBILADOS Y PENSIONADOS,COATZACOALCOS,15/02/2023,15/02/2026,"AZAHARES 32, ESQUINA CON JACARANDAS, FOVISSSTE 3",96558,COATZACOALCOS,VERACRUZ,NULL,NULL
184,3,2,1,4,184,10,JUBILADOS Y PENSIONADOS,POZA RICA,16/02/2023,16/02/2023,NARCISO MENDOZA NO. 112  COL. TAJÍN,93330,POZA RICA,VERACRUZ,NULL,NULL
185,3,2,1,4,185,31,JUBILADOS Y PENSIONADOS,TIHUATLAN,08/02/2023,08/02/2025,MAESTROS VERACRUZANOS  ESQ. RAFAEL ARREOLA S/N,92900,TIHUATALA,VERACRUZ,NULL,NULL
186,3,2,1,4,186,15,JUBILADOS Y PENSIONADOS,PAPANTLA,08/02/2023,06/02/2026,"CALLE SALVADOR DÍAZ MIRÓN, ESQUINA DE CARRIL",93400,PAPANTLA,VERACRUZ,NULL,NULL
187,3,3,2,5,187,1,BACHILLERATO,PAPANTLA,10/02/2023,10/02/2025,CENTENARIO #100,93400,PAPANTLA,VERACRUZ,NULL,NULL
188,11,3,2,5,188,30,SECUNDARIA Y BACHILLERATO,MINATITLAN,16/02/2023,16/02/2026,CONSTITUCIÓN 1 COL CENTRO,96739,MINATITLAN,VERACRUZ,NULL,NULL
189,11,3,2,5,189,25,EDUCACION FISICA,ACAYUCAN,16/02/2023,16/02/2026,"SAN FELIPE DE JESUS 102, FRACCIONAMIENTO SANTA CRUZ",96173,SOCONUSCO,VERACRUZ,NULL,NULL
190,11,3,2,5,190,26,ESCUELA DE ENFERMERIA,ACAYUCAN,16/02/2023,16/02/2026,OCAMPO SUR # 56,96049,ACAYUCAN,VERACRUZ,NULL,NULL
228,2,3,2,5,228,8,UNIVERSIDAD PEDAGÓGICA VERACRUZANA,TUXPAN,22/03/2023,22/03/2026,BLVD. MANUEL MAPLES ARCE S/N EJIDO LA CALZADA,92880,TUXPAN,VERACRUZ,NULL,NULL
237,2,2,1,4,237,36,JUBILADOS Y PENSIONADOS,TAMIAHUA,13/03/2023,13/03/2026,"AV. CUAUTHEMOC #57, COL. DEL VALLE",92875,TUXPAN,VERACRUZ,NULL,NULL
238,5,1,1,1,238,62,FORANEAS,XALAPA,24/03/2023,25/03/2026,BENITO JUÁREZ 13,91300,BANDERILLA,VERACRUZ,NULL,NULL
239,5,1,1,3,239,14,DOCENTES EDUCACION FISICA,XALAPA,24/03/2023,24/03/2026,PRIVADA 18 DE JULIO 2,91140,XALAPA,VERACRUZ,NULL,NULL
240,5,1,1,2,240,2,BACHILLERATO ANTONIO MARIA DE RIVERA VESPERTINA,XALAPA,24/03/2023,24/03/2026,ZONA UNIVERSITARIA,91000,XALAPA,VERACRUZ,NULL,NULL
241,5,1,1,3,241,9,ADMINISTRATIVOS TELEBACHILLERATO,XALAPA,24/03/2023,24/03/2026,XANATH #8 COLONIA ELECTRICISTAS,91060,XALAPA,VERACRUZ,NULL,NULL
242,5,1,1,2,242,56,BACHILLERATO ANTONIO MARIA DE RIVERA,XALAPA,24/03/2023,24/03/2026,CIRCUITO GONZALO AGUIRRE BELTRÁN S/N,91000,XALAPA,VERACRUZ,NULL,NULL
243,5,1,1,1,243,47,PRIMARIAS,LAS VIGAS DE RAMIREZ,24/03/2023,24/03/2026,CALLE 2 DE ABRIL S/N COLONIA CENTRO,91330,LAS VIGAS DE RAMIREZ,VERACRUZ,NULL,NULL
244,9,1,1,2,244,27,TELEBACHILLERATO,TIERRA BLANCA,15/02/2023,15/02/2026,CALLE MORELOS ESQUINA AGRARISTA. COL. HOJA DEL MAÍZ.,95110,TIERRA BLANCA,VERACRUZ,NULL,NULL
245,9,1,1,3,245,7,EDUCACION FISICA,ALVARADO,24/03/2023,24/03/2026,PARQUE 15 DE OCTUBRE S/N,95270,ALVARADO,VERACRUZ,NULL,NULL
246,1,1,1,2,246,59,SECUNDARIA GENERAL,PANUCO,08/02/2023,08/02/2025,VENUSTIANO CARRANZA,93990,Pï¿½NUCO,VERACRUZ,NULL,NULL
247,2,1,1,3,247,13,EDUCACION FISICA,TUXPAN,10/02/2023,10/02/2026,CUAUHTEMOC 56 COLONIA DEL VALLE,92860,TUXPAN,VERACRUZ,NULL,NULL
248,2,1,1,2,248,20,TELEBACHILLERATO,TUXPAN,14/02/2023,14/02/2026,AV. CUAUHTEMOC NUM. 57 COLONIA DEL VALLE,92,TUXPAN,VERACRUZ,NULL,NULL
249,4,1,1,1,249,77,PRIMARIAS,JUCHIQUE DE FERRER,10/02/2023,10/02/2026,MIGUEL HIDALGO,91440,JUCHIQUE DE FERRER,VERACRUZ,NULL,NULL
250,2,1,1,1,250,94,PRIMARIAS,TAMIAHUA,13/02/2023,13/02/2026,AV. MIGUEL HIDALGO NO. 45 ZONA SUR,92560,TAMIAHUA,VERACRUZ,NULL,NULL
251,6,1,1,1,251,8,PRIMARIAS,CARDEL,07/02/2023,07/02/2026,ENRIQUE C. Rï¿½BSAMEN #55 COL. MAGISTERIAL,91653,JOSï¿½ CARDEL,VERACRUZ,NULL,NULL
253,6,1,1,2,253,5,TELEBACHILLERATO,VERACRUZ,26/04/2023,26/04/2026,CALLE RIO GRIJALVA #212B LAS VEGAS II,94297,BOCA DEL RIO,VERACRUZ,NULL,NULL
254,6,3,2,5,254,11,BACHILLERATO OFICIAL,VERACRUZ,20/11/2015,22/11/2018,ESTEBAN MORELOS COL. CENTRO,91700,VERACRUZ,VERACRUZ,22/02/2024 22:27,22/02/2024 22:27
255,1,2,1,4,255,35,JUBILADOS Y PENSIONADOS,PUEBLO VIEJO,20/11/2015,22/11/2018,PUEBLO VIEJO,92123,TANTOYUCA,VERACRUZ,22/02/2024 22:29,22/02/2024 22:29
262,1,1,1,2,262,18,TELEBACHILLERATO,CHICONTEPEC,24/03/2023,24/03/2026,"CALLE LIBERTAD S/N, COLONIA CENTRO",92700,CHICONTEPEC DE TEJEDA,VERACRUZ,22/02/2024 22:32,22/02/2024 22:32
263,6,2,1,4,263,27,JUBILADOS Y PENSIONADOS,BOCA DEL RIO,24/05/2023,24/05/2026,SANCHEZ TABLE #310,91700,BOCA DEL RIO,VERACRUZ,22/02/2024 22:37,22/02/2024 22:37
264,1,2,1,4,264,23,JUBILADOS Y PENSIONADOS,PANUCO,31/05/2023,31/05/2026,CALLE AYUNTAMIENTO S/N,93998,PANUCO,VERACRUZ,22/02/2024 22:39,22/02/2024 22:39
265,6,1,1,2,265,49,SECUNDARIAS,VERACRUZ,24/03/2023,24/03/2026,ESCRITORES MEXICANOS S/N ESQUINA CERVANTES SAAVEDRA,91714,VERACRUZ,VERACRUZ,22/02/2024 22:41,22/02/2024 22:41
266,10,1,1,3,266,19,EDUCACIÓN FÍSICA,SAN ANDRES TUXTLA,10/02/2023,10/02/2026,DR. ARTIGAS #297,95700,SAN ANDRÉS TUXTLA,VERACRUZ,22/02/2024 22:44,22/02/2024 22:44
360,6,1,1,3,360,6,EDUCACIÓN FÍSICA,VERACRUZ,24/10/2023,24/10/2026,SOBERANÍA 1171,91712,VERACRUZ,VERACRUZ,22/02/2024 22:46,22/02/2024 22:46
361,6,1,1,1,361,73,PRIMARIAS,PASO DE OVEJAS,24/03/2023,24/03/2026,PASO DE OVEJAS,91675,VERACRUZ,VERACRUZ,22/02/2024 22:48,22/02/2024 22:48
362,30,2,1,4,NULL,22,JUBILADOS Y PENSIONADOS,VALLE DE BRAVO,28/02/2024,19/08/2026,"EJEMPLO DE PRIVADA DE LOS ALTOS AV. INSURGENTES S/N, COL. PRINCIPAL",65857,VALLE DE BRAVO,GUERRERO,29/02/2024 16:15,29/02/2024 16:15
363,1,3,2,5,NULL,2024,EJEMPLO NIVEL 2,EJEMPLO SEDE 2,04/02/2024,04/02/2024,EJEMPLO DIRECCION 2,11111,EJEMPLO CIUDAD 2,EJEMPLO ESTADO,01/03/2024 00:14,01/03/2024 00:16
364,30,1,1,1,NULL,2024,PRIMARIAS,PUEBLA,08/03/2024,25/08/2027,CALLE DE LA GRANJA AV. GUTIERREZ COL. MATAMOROS,65265,PUEBLA,PUEBLA,01/03/2024 20:28,01/03/2024 20:28
365,11,1,1,3,NULL,2000,INTENDENTES,COSOLEACAQUE,21/02/2024,21/02/2026,"AV. DE LA FORTALEZA S/N, COL. PRINCIPAL",97584,COSOLEACAQUE,VERACRUZ,21/02/2024 17:34,21/02/2024 17:34
366,9,2,1,4,NULL,2000,SUPERIOR,COSAMALOAPAN,22/02/2024,22/02/2024,CALLE PRINCIPAL,98448,COSAMALOAPAN,VERACRUZ,21/02/2024 23:30,21/02/2024 23:30
367,9,3,2,5,NULL,2000,MIXTAS,MARTINEZ DE LA TORRE,22/02/2024,22/02/2024,AVENIDA DE LAS AMERICAS,23432,MARTINEZ DE LA TORRE,VERACRUZ,21/02/2024 23:51,21/02/2024 23:51
368,7,2,1,4,NULL,2001,SUPERIOR,QWER,02/03/2024,24/02/2024,"PROLONGACION DE ALLENDE NO. 101, BARRIO DE ATALPAS",96589,ALTOTONGA,ALTOTONGA,21/02/2024 23:55,21/02/2024 23:55
